year,accptTK,gbfp_SN,dcmlLtt,dcmlLng,Source,datstID,recrdrl,BEKNAAM,POLY_AREA,AREA,Area_km2,scientific_name,vernacular_name_en,vernacular_name_nl,vernacular_name_fr,ias_link,category,score,origin,popup
2016,2891770,Impatiens glandulifera Royle,50.54036,4.20218,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066487>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066487>GBIF record</a>
2015,2891770,Impatiens glandulifera Royle,50.54495,4.1637,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066486>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066486>GBIF record</a>
2015,2891770,Impatiens glandulifera Royle,50.55832,4.08844,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066485>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066485>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.73062,4.49403,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066419>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066419>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.64587,4.37654,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066418>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066418>GBIF record</a>
2016,3034825,Heracleum mantegazzianum Sommier & Levier,50.68996,4.38607,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066392>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066392>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.65341,4.29983,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320066338>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320066338>GBIF record</a>
2019,2891770,Impatiens glandulifera Royle,50.69153,4.19779,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065601>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065601>GBIF record</a>
2019,3034825,Heracleum mantegazzianum Sommier & Levier,50.69064,4.38566,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065539>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065539>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.67675,4.28686,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065538>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065538>GBIF record</a>
2015,3034825,Heracleum mantegazzianum Sommier & Levier,50.59453,4.06438,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065537>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065537>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.64972,4.30312,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065484>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065484>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.6589,4.1395,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065483>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065483>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.64931,4.27351,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065482>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065482>GBIF record</a>
2016,2891770,Impatiens glandulifera Royle,50.5585,4.08939,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065481>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065481>GBIF record</a>
2015,2891770,Impatiens glandulifera Royle,50.53598,4.1836,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065480>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065480>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.675,4.0875,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065415>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065415>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.67118,4.25878,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065414>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065414>GBIF record</a>
2020,3034825,Heracleum mantegazzianum Sommier & Levier,50.75984,4.70835,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065413>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065413>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.66318,4.64594,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065397>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065397>GBIF record</a>
2016,3034825,Heracleum mantegazzianum Sommier & Levier,50.69216,4.38576,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065388>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065388>GBIF record</a>
2015,3034825,Heracleum mantegazzianum Sommier & Levier,50.77329,4.73801,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065360>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065360>GBIF record</a>
2015,3034825,Heracleum mantegazzianum Sommier & Levier,50.68674,4.36659,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065353>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065353>GBIF record</a>
2014,3034825,Heracleum mantegazzianum Sommier & Levier,50.65035,4.53959,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320065346>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2014<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320065346>GBIF record</a>
2020,2891770,Impatiens glandulifera Royle,50.57683,4.39009,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064746>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064746>GBIF record</a>
2019,3034825,Heracleum mantegazzianum Sommier & Levier,50.69274,4.38564,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064536>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064536>GBIF record</a>
2019,3034825,Heracleum mantegazzianum Sommier & Levier,50.65337,4.30064,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064535>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064535>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.53427,4.30181,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064534>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064534>GBIF record</a>
2015,3034825,Heracleum mantegazzianum Sommier & Levier,50.59232,4.06624,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064533>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2015<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064533>GBIF record</a>
2012,3034825,Heracleum mantegazzianum Sommier & Levier,50.74121,3.89168,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064531>,Mark - Marcq,178649712.428,178.649712428,179,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2012<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064531>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.64854,4.30458,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064480>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064480>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.64074,4.16668,SPW-DEMNA,https://doi.org/10.15468/cqfrx0,<a href=https://www.gbif.org/occurrence/3320064479>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/3320064479>GBIF record</a>
