year,accptTK,gbfp_SN,dcmlLtt,dcmlLng,Source,datstID,recrdrl,BEKNAAM,POLY_AREA,AREA,Area_km2,scientific_name,vernacular_name_en,vernacular_name_nl,vernacular_name_fr,ias_link,category,score,origin,popup
2018,2891770,Impatiens glandulifera Royle,50.76546,4.6006,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293964>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293964>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,51.01791,4.50632,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293962>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293962>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.7635,4.59445,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293958>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293958>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.80854,4.64782,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293954>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293954>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77135,4.60861,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293945>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293945>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,51.06274,4.42855,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293878>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293878>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.76209,4.59184,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293851>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293851>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.85693,4.66774,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293849>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293849>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.82148,4.1962,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293824>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293824>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.9687,4.46525,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293815>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293815>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.8565,4.66804,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293800>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293800>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.75652,4.57869,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293794>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293794>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.75196,3.94498,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293792>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293792>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.9504,4.4466,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293790>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293790>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.75529,4.57451,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293781>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293781>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.9311,4.4138,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293766>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293766>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77169,4.61154,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293760>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293760>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77006,4.60823,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293752>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293752>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77179,4.60986,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293707>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293707>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.853,4.6704,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293686>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293686>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.93534,4.40718,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293666>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293666>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.7716,4.60863,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293642>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293642>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.85569,4.66586,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293625>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293625>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77235,4.61114,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293615>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293615>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.82311,4.6411,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293555>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293555>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.77115,4.60877,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293550>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293550>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.8534,4.6709,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293548>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293548>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.9234,4.7341,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293517>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293517>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.91724,4.37538,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293483>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293483>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.9146,4.3656,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293470>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293470>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,51.04426,4.44735,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293392>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293392>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.76134,4.58752,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293385>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293385>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.9687,4.46525,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293316>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293316>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.87014,4.47227,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293264>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293264>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.9366,4.38,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293263>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293263>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.8263,4.514,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293203>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293203>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.9205,4.7334,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293174>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293174>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.89881,4.69658,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293154>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293154>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.93103,4.35103,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293127>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293127>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.9704,4.46666,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293098>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293098>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.87806,4.35073,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293093>,Zenne - Senne,1168339049.21,1168.33904921,1168,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293093>GBIF record</a>
2018,3034825,Heracleum mantegazzianum Sommier & Levier,50.78734,4.57408,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293077>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293077>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.9156,4.573,Waarnemingen.be,https://doi.org/10.15468/smdvdo,<a href=https://www.gbif.org/occurrence/2235293005>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/2235293005>GBIF record</a>
