taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
8015476,Eriocaulon cinereum,Cfb,Temperate oceanic climate,1,625,0.0016
3986548,Cabomba aquatica,As,Tropical dry savanna climate,8,172,0.046511627906976744
5329260,Egeria densa,As,Tropical dry savanna climate,1,3053,3.2754667540124465e-4
6358260,Anemopsis californica,Aw,"Tropical savanna, wet",2,2808,7.122507122507123e-4
2865181,Alisma subcordatum,Aw,"Tropical savanna, wet",1,673,0.0014858841010401188
5330776,Colocasia esculenta,As,Tropical dry savanna climate,2,5292,3.779289493575208e-4
2856891,Allium karataviense,Dsc,Dry-summer regular subarctic climate,2,53,0.03773584905660377
2856891,Allium karataviense,Csa,Hot-summer Mediterranean climate,1,53,0.018867924528301886
3188666,Didiplis diandra,Dfb,Warm-summer humid continental climate,2,43,0.046511627906976744
5283061,Fissidens geppii,Af,Tropical rainforest climate,2,11,0.18181818181818182
8243603,Cyperus longus,BWk,Cold desert climate,3,6442,4.6569388388699164e-4
5328774,Echinodorus cordifolius,BSh,Hot semi-arid (steppe) climate,3,261,0.011494252873563218
8243603,Cyperus longus,As,Tropical dry savanna climate,1,6442,1.552312946289972e-4
2873807,Acorus gramineus,Cfb,Temperate oceanic climate,11,495,0.022222222222222223
2869214,Cryptocoryne wendtii,As,Tropical dry savanna climate,1,4,0.25
2715505,Cyperus prolifer,Cwa,Monsoon-influenced humid subtropical climate,21,268,0.07835820895522388
5328834,Echinodorus grandiflorus,BSh,Hot semi-arid (steppe) climate,14,336,0.041666666666666664
8243603,Cyperus longus,BWh,Hot deserts climate,10,6442,0.001552312946289972
3171169,Bacopa monnieri,BWk,Cold desert climate,2,3071,6.512536633018561e-4
3112110,Cotula coronopifolia,Dwb,Monsoon-influenced warm-summer humid continental climate,1,11185,8.94054537326777e-5
3730140,Glossostigma elatinoides,Cfc,Subpolar oceanic climate,1,406,0.0024630541871921183
2715505,Cyperus prolifer,Af,Tropical rainforest climate,20,268,0.07462686567164178
3170959,Erythranthe cardinalis,Dsc,Dry-summer regular subarctic climate,8,2370,0.0033755274261603376
2717945,Eleocharis pusilla,BWk,Cold desert climate,49,2284,0.021453590192644482
5328774,Echinodorus cordifolius,Af,Tropical rainforest climate,3,261,0.011494252873563218
3032611,Darmera peltata,Dfb,Warm-summer humid continental climate,51,785,0.06496815286624204
7431653,Dracaena sanderiana,Cwa,Monsoon-influenced humid subtropical climate,15,33,0.45454545454545453
2873807,Acorus gramineus,Dfa,Hot-summer humid continental climate,10,495,0.020202020202020204
5329253,Egeria najas,BSh,Hot semi-arid (steppe) climate,2,75,0.02666666666666667
2714156,Cyperus alternifolius,Cwa,Monsoon-influenced humid subtropical climate,13,398,0.032663316582914576
3723590,Gunnera magellanica,BSk,Cold semi-arid (steppe) climate,4,320,0.0125
8034409,Canna indica,ET,Tundra,9,12261,7.340347443112308e-4
6070720,Erythranthe cardinalis,Dfc,Subarctic climate,2,2370,8.438818565400844e-4
8034409,Canna indica,BWk,Cold desert climate,78,12261,0.006361634450697333
2716311,Cyperus papyrus,Csb,Warm-summer Mediterranean climate,92,1264,0.07278481012658228
8034409,Canna indica,Dfc,Subarctic climate,15,12261,0.001223391240518718
5329253,Egeria najas,Cfb,Temperate oceanic climate,3,75,0.04
8034409,Canna indica,Dfa,Hot-summer humid continental climate,4,12261,3.262376641383248e-4
7730307,Erythranthe lutea,Dsc,Dry-summer regular subarctic climate,9,147,0.061224489795918366
7878507,Erythranthe cuprea,ET,Tundra,4,29,0.13793103448275862
5362054,Crassula helmsii,Dfb,Warm-summer humid continental climate,27,9506,0.002840311382284873
3730835,Bacopa australis,Cfa,Humid subtropical climate,3,53,0.05660377358490566
7878507,Erythranthe cuprea,Dsc,Dry-summer regular subarctic climate,14,29,0.4827586206896552
2687948,Equisetum scirpoides,BSk,Cold semi-arid (steppe) climate,13,5848,0.002222982216142271
3032611,Darmera peltata,Dsb,"Warm, dry-summer continental climate",14,785,0.017834394904458598
3086504,Anemopsis californica,Dsb,"Warm, dry-summer continental climate",6,2808,0.002136752136752137
3170959,Erythranthe cardinalis,BWh,Hot deserts climate,14,2370,0.00590717299578059
7730307,Erythranthe lutea,BWk,Cold desert climate,4,147,0.027210884353741496
5330776,Colocasia esculenta,BSk,Cold semi-arid (steppe) climate,29,5292,0.005479969765684051
2808791,Bletilla striata,Dfa,Hot-summer humid continental climate,20,313,0.06389776357827476
2716311,Cyperus papyrus,BWk,Cold desert climate,10,1264,0.007911392405063292
5330776,Colocasia esculenta,BWh,Hot deserts climate,20,5292,0.003779289493575208
7730307,Erythranthe lutea,BSk,Cold semi-arid (steppe) climate,8,147,0.05442176870748299
5328834,Echinodorus grandiflorus,Cwa,Monsoon-influenced humid subtropical climate,4,336,0.011904761904761904
10778277,Cladophora aegagropila,Dfb,Warm-summer humid continental climate,4,9,0.4444444444444444
5362054,Crassula helmsii,BWk,Cold desert climate,6,9506,6.311803071744162e-4
10778277,Cladophora aegagropila,Af,Tropical rainforest climate,1,9,0.1111111111111111
7431653,Dracaena sanderiana,Cfa,Humid subtropical climate,3,33,0.09090909090909091
8269085,Fontinalis antipyretica,Dfa,Hot-summer humid continental climate,3,1014,0.0029585798816568047
3730140,Glossostigma elatinoides,BWk,Cold desert climate,12,406,0.029556650246305417
5328834,Echinodorus grandiflorus,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,336,0.005952380952380952
2703041,Arundo donax,Dfa,Hot-summer humid continental climate,12,27114,4.425757911042266e-4
2856891,Allium karataviense,Dfb,Warm-summer humid continental climate,3,53,0.05660377358490566
5328593,Aponogeton distachyos,BWk,Cold desert climate,3,710,0.004225352112676056
3730140,Glossostigma elatinoides,BWh,Hot deserts climate,1,406,0.0024630541871921183
3032611,Darmera peltata,Dfc,Subarctic climate,27,785,0.034394904458598725
10778277,Cladophora aegagropila,Dfc,Subarctic climate,1,9,0.1111111111111111
5330776,Colocasia esculenta,BWk,Cold desert climate,4,5292,7.558578987150416e-4
2726538,Carex muskingumensis,Csb,Warm-summer Mediterranean climate,1,273,0.003663003663003663
2869214,Cryptocoryne wendtii,Dfb,Warm-summer humid continental climate,1,4,0.25
8269085,Fontinalis antipyretica,Dwc,Monsoon-influenced subarctic climate,2,1014,0.0019723865877712033
8269085,Fontinalis antipyretica,Dsb,"Warm, dry-summer continental climate",2,1014,0.0019723865877712033
5330776,Colocasia esculenta,Dfa,Hot-summer humid continental climate,3,5292,5.668934240362812e-4
5328593,Aponogeton distachyos,Dfb,Warm-summer humid continental climate,1,710,0.0014084507042253522
5328774,Echinodorus cordifolius,Dfa,Hot-summer humid continental climate,3,261,0.011494252873563218
5329260,Egeria densa,Dwb,Monsoon-influenced warm-summer humid continental climate,1,3053,3.2754667540124465e-4
3723590,Gunnera magellanica,Dfb,Warm-summer humid continental climate,12,320,0.0375
2988113,Filipendula rubra,Dfc,Subarctic climate,2,392,0.00510204081632653
3730140,Glossostigma elatinoides,Csa,Hot-summer Mediterranean climate,3,406,0.007389162561576354
2926924,Clinopodium brownei,ET,Tundra,2,668,0.0029940119760479044
5329260,Egeria densa,Dsb,"Warm, dry-summer continental climate",2,3053,6.550933508024893e-4
2691030,Eriocaulon cinereum,Dfa,Hot-summer humid continental climate,1,625,0.0016
7730307,Erythranthe lutea,Csa,Hot-summer Mediterranean climate,1,147,0.006802721088435374
3171169,Bacopa monnieri,Dfb,Warm-summer humid continental climate,3,3071,9.768804949527841e-4
3674859,Alternanthera reineckii,Cfb,Temperate oceanic climate,2,20,0.1
2716311,Cyperus papyrus,Dfa,Hot-summer humid continental climate,2,1264,0.0015822784810126582
2856891,Allium karataviense,BWk,Cold desert climate,1,53,0.018867924528301886
7878507,Erythranthe cuprea,Cfb,Temperate oceanic climate,2,29,0.06896551724137931
2717678,Eleocharis vivipara,Am,Tropical monsoon climate,1,82,0.012195121951219513
5300650,Fritillaria michailovskyi,Dfb,Warm-summer humid continental climate,1,4,0.25
2869246,Cryptocoryne crispatula,Cwa,Monsoon-influenced humid subtropical climate,2,15,0.13333333333333333
2873807,Acorus gramineus,Am,Tropical monsoon climate,2,495,0.00404040404040404
8243603,Cyperus longus,Dsb,"Warm, dry-summer continental climate",1,6442,1.552312946289972e-4
2856891,Allium karataviense,Cfb,Temperate oceanic climate,2,53,0.03773584905660377
5329253,Egeria najas,Csa,Hot-summer Mediterranean climate,3,75,0.04
2651586,Ceratopteris thalictroides,Csa,Hot-summer Mediterranean climate,2,1564,0.0012787723785166241
5329253,Egeria najas,Csb,Warm-summer Mediterranean climate,2,75,0.02666666666666667
2873807,Acorus gramineus,Csa,Hot-summer Mediterranean climate,1,495,0.00202020202020202
3171189,Bacopa caroliniana,Af,Tropical rainforest climate,4,249,0.01606425702811245
7431653,Dracaena sanderiana,Am,Tropical monsoon climate,2,33,0.06060606060606061
5330776,Colocasia esculenta,Dwa,Monsoon-influenced hot-summer humid continental climate,2,5292,3.779289493575208e-4
2715828,Cyperus haspan,Dwa,Monsoon-influenced hot-summer humid continental climate,5,4238,0.0011798017932987258
2717945,Eleocharis pusilla,Dfa,Hot-summer humid continental climate,1,2284,4.3782837127845885e-4
2715505,Cyperus prolifer,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,268,0.007462686567164179
3171926,Gratiola viscidula,Dfa,Hot-summer humid continental climate,1,21,0.047619047619047616
2873807,Acorus gramineus,Dwa,Monsoon-influenced hot-summer humid continental climate,2,495,0.00404040404040404
6070720,Erythranthe cardinalis,Cfa,Humid subtropical climate,1,2370,4.219409282700422e-4
7431653,Dracaena sanderiana,Aw,"Tropical savanna, wet",2,33,0.06060606060606061
3170959,Erythranthe cardinalis,ET,Tundra,1,2370,4.219409282700422e-4
7431653,Dracaena sanderiana,BWh,Hot deserts climate,1,33,0.030303030303030304
8269085,Fontinalis antipyretica,Dsc,Dry-summer regular subarctic climate,2,1014,0.0019723865877712033
5329260,Egeria densa,Dsc,Dry-summer regular subarctic climate,1,3053,3.2754667540124465e-4
2869246,Cryptocoryne crispatula,Am,Tropical monsoon climate,1,15,0.06666666666666667
2869246,Cryptocoryne crispatula,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,15,0.06666666666666667
5329260,Egeria densa,Dfc,Subarctic climate,1,3053,3.2754667540124465e-4
2714156,Cyperus alternifolius,BWk,Cold desert climate,1,398,0.002512562814070352
5329260,Egeria densa,Cfc,Subpolar oceanic climate,1,3053,3.2754667540124465e-4
3064056,Euphorbia palustris,BWk,Cold desert climate,1,7263,1.3768415255404102e-4
2687948,Equisetum scirpoides,Dsb,"Warm, dry-summer continental climate",2,5848,3.419972640218878e-4
5329253,Egeria najas,Cwa,Monsoon-influenced humid subtropical climate,2,75,0.02666666666666667
5329253,Egeria najas,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,75,0.013333333333333334
2703041,Arundo donax,Dfc,Subarctic climate,5,27114,1.8440657962676108e-4
5330776,Colocasia esculenta,Dfc,Subarctic climate,19,5292,0.0035903250188964475
2856891,Allium karataviense,Dfc,Subarctic climate,30,53,0.5660377358490566
3723590,Gunnera magellanica,Dfc,Subarctic climate,3,320,0.009375
2716311,Cyperus papyrus,Dfc,Subarctic climate,4,1264,0.0031645569620253164
2873807,Acorus gramineus,Dfc,Subarctic climate,3,495,0.006060606060606061
8243603,Cyperus longus,Dfc,Subarctic climate,1,6442,1.552312946289972e-4
5362054,Crassula helmsii,Dfc,Subarctic climate,2,9506,2.1039343572480537e-4
5300650,Fritillaria michailovskyi,Dfc,Subarctic climate,2,4,0.5
5328593,Aponogeton distachyos,Dfc,Subarctic climate,1,710,0.0014084507042253522
2808791,Bletilla striata,Dfc,Subarctic climate,1,313,0.003194888178913738
5328774,Echinodorus cordifolius,Dfc,Subarctic climate,1,261,0.0038314176245210726
5283061,Fissidens geppii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,11,0.09090909090909091
3723590,Gunnera magellanica,Dsc,Dry-summer regular subarctic climate,1,320,0.003125
3986548,Cabomba aquatica,Cfb,Temperate oceanic climate,2,172,0.011627906976744186
5328593,Aponogeton distachyos,ET,Tundra,1,710,0.0014084507042253522
5408287,Lobelia cardinalis,Csb,Warm-summer Mediterranean climate,41,9833,0.004169632868910811
2864584,Hydrocleys nymphoides,Aw,"Tropical savanna, wet",95,383,0.24804177545691905
2703459,Oryza sativa,Am,Tropical monsoon climate,1612,10226,0.15763739487580677
5409120,Lobelia siphilitica,Cfa,Humid subtropical climate,899,6291,0.14290255921157208
5298126,Iris sibirica,Cfb,Temperate oceanic climate,2280,6451,0.35343357618973803
3152596,Hibiscus moscheutos,Dfb,Warm-summer humid continental climate,72,2070,0.034782608695652174
6070732,Mimulus ringens,Dfb,Warm-summer humid continental climate,1615,3579,0.45124336406817545
5408269,Lobelia cardinalis,Dfb,Warm-summer humid continental climate,2123,9833,0.2159056239194549
5408269,Lobelia cardinalis,Cfb,Temperate oceanic climate,131,9833,0.013322485507983322
6434985,Nuphar advena,Dfb,Warm-summer humid continental climate,101,1728,0.05844907407407408
6070732,Mimulus ringens,Cfb,Temperate oceanic climate,80,3579,0.022352612461581448
5330733,Orontium aquaticum,Dfb,Warm-summer humid continental climate,74,753,0.09827357237715803
3152596,Hibiscus moscheutos,Cfb,Temperate oceanic climate,55,2070,0.026570048309178744
5409120,Lobelia siphilitica,Dfb,Warm-summer humid continental climate,1208,6291,0.1920203465267843
5330182,Peltandra virginica,Dfb,Warm-summer humid continental climate,256,1656,0.15458937198067632
5298019,Iris versicolor,Dfb,Warm-summer humid continental climate,3124,4103,0.7613941018766756
5330733,Orontium aquaticum,Cfb,Temperate oceanic climate,32,753,0.04249667994687915
3169340,Lysimachia punctata,Dfb,Warm-summer humid continental climate,18265,48447,0.377009928375338
5298019,Iris versicolor,Cfb,Temperate oceanic climate,165,4103,0.040214477211796246
2703459,Oryza sativa,Cwa,Monsoon-influenced humid subtropical climate,1625,10226,0.15890866418932134
2703459,Oryza sativa,Csb,Warm-summer Mediterranean climate,23,10226,0.002249168785448856
5274865,Marsilea hirsuta,Aw,"Tropical savanna, wet",27,856,0.03154205607476635
2713316,Isolepis cernua,Cfb,Temperate oceanic climate,3245,5982,0.5424607154797727
2713316,Isolepis cernua,NA,NA,293,5982,0.04898027415580074
8120010,Imperata cylindrica,Cfb,Temperate oceanic climate,4831,22899,0.2109699113498406
5555442,Myriophyllum crispatum,Cfa,Humid subtropical climate,133,1591,0.08359522313010685
8120010,Imperata cylindrica,NA,NA,166,22899,0.007249224856980654
8120010,Imperata cylindrica,Cfa,Humid subtropical climate,13047,22899,0.569762871741124
5555442,Myriophyllum crispatum,Cfb,Temperate oceanic climate,447,1591,0.2809553739786298
5415005,Limnophila aromatica,Cfa,Humid subtropical climate,102,269,0.379182156133829
3034602,Hydrocotyle verticillata,Cfa,Humid subtropical climate,521,1541,0.33809214795587283
5415005,Limnophila aromatica,Cwa,Monsoon-influenced humid subtropical climate,27,269,0.10037174721189591
6070732,Mimulus ringens,Cfa,Humid subtropical climate,466,3579,0.13020396758871194
2701978,Juncus repens,Aw,"Tropical savanna, wet",9,211,0.04265402843601896
2703459,Oryza sativa,Aw,"Tropical savanna, wet",4270,10226,0.41756307451593977
5408269,Lobelia cardinalis,Cwa,Monsoon-influenced humid subtropical climate,64,9833,0.006508695210007119
6413522,Juncus ensifolius,Dfc,Subarctic climate,192,1627,0.11800860479409957
5298796,Iris setosa,Dsc,Dry-summer regular subarctic climate,96,873,0.10996563573883161
6413522,Juncus ensifolius,Cfb,Temperate oceanic climate,302,1627,0.1856177012907191
3152596,Hibiscus moscheutos,Cfa,Humid subtropical climate,893,2070,0.4314009661835749
3034602,Hydrocotyle verticillata,BWk,Cold desert climate,14,1541,0.009085009733939001
5329643,Limnobium laevigatum,Af,Tropical rainforest climate,16,297,0.05387205387205387
5421019,Ludwigia glandulosa,Cfa,Humid subtropical climate,107,110,0.9727272727272728
3169340,Lysimachia punctata,Cfa,Humid subtropical climate,148,48447,0.003054884719384069
5421024,Ludwigia peruviana,Af,Tropical rainforest climate,137,1794,0.07636566332218506
5330182,Peltandra virginica,Cfa,Humid subtropical climate,845,1656,0.5102657004830918
5415348,Hygrophila costata,Am,Tropical monsoon climate,87,790,0.11012658227848102
2701978,Juncus repens,Cfa,Humid subtropical climate,189,211,0.8957345971563981
5415348,Hygrophila costata,Aw,"Tropical savanna, wet",110,790,0.13924050632911392
5421024,Ludwigia peruviana,Cfb,Temperate oceanic climate,162,1794,0.0903010033444816
5298900,Iris ensata,BSk,Cold semi-arid (steppe) climate,5,357,0.014005602240896359
3034602,Hydrocotyle verticillata,Cwa,Monsoon-influenced humid subtropical climate,120,1541,0.07787151200519143
2882422,Nymphaea tetragona,Dfb,Warm-summer humid continental climate,195,1503,0.12974051896207583
2882422,Nymphaea tetragona,Dfc,Subarctic climate,966,1503,0.6427145708582834
8310131,Imperata cylindrica,Af,Tropical rainforest climate,219,22899,0.009563736407703393
8424006,Imperata cylindrica,Csa,Hot-summer Mediterranean climate,770,22899,0.033625922529368094
6063677,Gymnocoronis spilanthoides,Cfa,Humid subtropical climate,182,357,0.5098039215686274
8424006,Imperata cylindrica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,186,22899,0.008122625442159047
3034602,Hydrocotyle verticillata,Am,Tropical monsoon climate,53,1541,0.03439325113562622
5409120,Lobelia siphilitica,Dfa,Hot-summer humid continental climate,4028,6291,0.6402797647432841
3169340,Lysimachia punctata,Cfb,Temperate oceanic climate,25541,48447,0.5271946663364089
8424006,Imperata cylindrica,BWh,Hot deserts climate,52,22899,0.002270841521463819
8424006,Imperata cylindrica,Aw,"Tropical savanna, wet",1708,22899,0.07458840997423469
6070732,Mimulus ringens,Dfa,Hot-summer humid continental climate,1380,3579,0.38558256496227994
5330182,Peltandra virginica,Dfa,Hot-summer humid continental climate,508,1656,0.30676328502415456
5408269,Lobelia cardinalis,Dfa,Hot-summer humid continental climate,3123,9833,0.3176039865758161
6026805,Hydrocotyle tripartita,Cfb,Temperate oceanic climate,926,1556,0.5951156812339332
6434985,Nuphar advena,Dfa,Hot-summer humid continental climate,327,1728,0.1892361111111111
2774158,Ophiopogon japonicus,Cfa,Humid subtropical climate,1143,1463,0.7812713602187287
5298126,Iris sibirica,Dwc,Monsoon-influenced subarctic climate,4,6451,6.200589055960316e-4
6434985,Nuphar advena,NA,NA,2,1728,0.0011574074074074073
2703459,Oryza sativa,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,272,10226,0.026598865636612557
5341508,Nymphoides aquatica,Dfb,Warm-summer humid continental climate,4,155,0.025806451612903226
5298900,Iris ensata,BWk,Cold desert climate,1,357,0.0028011204481792717
8418338,Hydrocotyle sibthorpioides,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,48,7813,0.006143606809164213
5298126,Iris sibirica,Dfc,Subarctic climate,301,6451,0.04665943264610138
5330733,Orontium aquaticum,Cfa,Humid subtropical climate,572,753,0.7596281540504648
5371886,Oenanthe javanica,Dfb,Warm-summer humid continental climate,119,1763,0.06749858196256381
2703459,Oryza sativa,Dfb,Warm-summer humid continental climate,4,10226,3.9115978877371407e-4
5384931,Houttuynia cordata,Dfb,Warm-summer humid continental climate,352,2958,0.11899932386747802
2746005,Hesperantha coccinea,Cfb,Temperate oceanic climate,144,387,0.37209302325581395
2703459,Oryza sativa,Cfa,Humid subtropical climate,295,10226,0.02884803442206141
3171302,Mazus miquelii,Cfa,Humid subtropical climate,627,857,0.7316219369894983
8418338,Hydrocotyle sibthorpioides,Cwa,Monsoon-influenced humid subtropical climate,78,7813,0.009983361064891847
8418338,Hydrocotyle sibthorpioides,Cfa,Humid subtropical climate,2779,7813,0.3556892358889031
8418338,Hydrocotyle sibthorpioides,Cfb,Temperate oceanic climate,4280,7813,0.547804940483809
2703459,Oryza sativa,NA,NA,98,10226,0.009583414824955994
2766146,Heteranthera zosterifolia,Cfb,Temperate oceanic climate,8,55,0.14545454545454545
2707884,Mayaca sellowiana,Cfb,Temperate oceanic climate,33,241,0.13692946058091288
5421030,Ludwigia repens,Am,Tropical monsoon climate,22,335,0.06567164179104477
5421024,Ludwigia peruviana,Am,Tropical monsoon climate,146,1794,0.08138238573021182
5361785,Myriophyllum aquaticum,Aw,"Tropical savanna, wet",48,8927,0.00537694634255629
5421037,Ludwigia arcuata,Cfa,Humid subtropical climate,73,77,0.948051948051948
2713316,Isolepis cernua,Csa,Hot-summer Mediterranean climate,965,5982,0.16131728518890004
3902360,Mentha cervina,Csa,Hot-summer Mediterranean climate,346,549,0.6302367941712204
2703459,Oryza sativa,Af,Tropical rainforest climate,737,10226,0.07207119108155681
8418338,Hydrocotyle sibthorpioides,Aw,"Tropical savanna, wet",23,7813,0.002943811596057852
5298019,Iris versicolor,BWk,Cold desert climate,1,4103,2.4372410431391665e-4
3034602,Hydrocotyle verticillata,Aw,"Tropical savanna, wet",112,1541,0.07268007787151201
5408269,Lobelia cardinalis,Cfa,Humid subtropical climate,3304,9833,0.3360113902166175
2713316,Isolepis cernua,Csb,Warm-summer Mediterranean climate,856,5982,0.14309595453025745
2713316,Isolepis cernua,Cfa,Humid subtropical climate,431,5982,0.07204948177866934
3169331,Lysimachia clethroides,Cwa,Monsoon-influenced humid subtropical climate,270,4085,0.06609547123623011
2882449,Nelumbo nucifera,NA,NA,15,1618,0.009270704573547589
5555409,Myriophyllum simulans,Cfa,Humid subtropical climate,50,831,0.06016847172081829
5555409,Myriophyllum simulans,Cfb,Temperate oceanic climate,510,831,0.6137184115523465
2746005,Hesperantha coccinea,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,160,387,0.4134366925064599
8120010,Imperata cylindrica,Cwa,Monsoon-influenced humid subtropical climate,452,22899,0.01973885322503166
3034602,Hydrocotyle verticillata,BSh,Hot semi-arid (steppe) climate,91,1541,0.05905256327060351
2746005,Hesperantha coccinea,Cwa,Monsoon-influenced humid subtropical climate,71,387,0.1834625322997416
3034602,Hydrocotyle verticillata,BSk,Cold semi-arid (steppe) climate,139,1541,0.09020116807268008
5361785,Myriophyllum aquaticum,Cfa,Humid subtropical climate,3054,8927,0.34210821104514394
2746005,Hesperantha coccinea,Cfa,Humid subtropical climate,2,387,0.00516795865633075
5329643,Limnobium laevigatum,Aw,"Tropical savanna, wet",94,297,0.3164983164983165
2864584,Hydrocleys nymphoides,Cfa,Humid subtropical climate,89,383,0.23237597911227154
5421024,Ludwigia peruviana,Aw,"Tropical savanna, wet",304,1794,0.16945373467112598
5408269,Lobelia cardinalis,BSk,Cold semi-arid (steppe) climate,293,9833,0.02979762025831384
5421030,Ludwigia repens,Aw,"Tropical savanna, wet",77,335,0.2298507462686567
3169331,Lysimachia clethroides,Cfa,Humid subtropical climate,1250,4085,0.30599755201958384
5408269,Lobelia cardinalis,NA,NA,25,9833,0.002542459066409031
5408775,Lobelia sessilifolia,Dfb,Warm-summer humid continental climate,139,390,0.3564102564102564
3169331,Lysimachia clethroides,Dfb,Warm-summer humid continental climate,514,4085,0.12582619339045287
2701612,Juncus ensifolius,Csb,Warm-summer Mediterranean climate,519,1627,0.3189920098340504
8418338,Hydrocotyle sibthorpioides,NA,NA,27,7813,0.0034557788301548703
3034602,Hydrocotyle verticillata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,58,1541,0.03763789746917586
3034602,Hydrocotyle verticillata,Csb,Warm-summer Mediterranean climate,99,1541,0.06424399740428294
5298126,Iris sibirica,Dfb,Warm-summer humid continental climate,3751,6451,0.5814602387226786
5298796,Iris setosa,Dfc,Subarctic climate,486,873,0.5567010309278351
5298900,Iris ensata,Dwc,Monsoon-influenced subarctic climate,4,357,0.011204481792717087
5371886,Oenanthe javanica,Cfa,Humid subtropical climate,1030,1763,0.5842314237095859
5613335,Marsilea crenata,Cfa,Humid subtropical climate,12,141,0.0851063829787234
5395559,Ligularia przewalskii,Dwb,Monsoon-influenced warm-summer humid continental climate,31,148,0.20945945945945946
5384931,Houttuynia cordata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,102,2958,0.034482758620689655
2882422,Nymphaea tetragona,Cfa,Humid subtropical climate,132,1503,0.08782435129740519
2882422,Nymphaea tetragona,BSk,Cold semi-arid (steppe) climate,5,1503,0.00332667997338656
5371886,Oenanthe javanica,Cwa,Monsoon-influenced humid subtropical climate,126,1763,0.07146908678389109
5384931,Houttuynia cordata,Cfa,Humid subtropical climate,1596,2958,0.539553752535497
5274865,Marsilea hirsuta,BSk,Cold semi-arid (steppe) climate,81,856,0.09462616822429906
5298019,Iris versicolor,NA,NA,41,4103,0.009992688276870583
3172187,Micranthemum umbrosum,As,Tropical dry savanna climate,3,291,0.010309278350515464
5408775,Lobelia sessilifolia,ET,Tundra,5,390,0.01282051282051282
2869301,Lysichiton camtschatcensis,Dfc,Subarctic climate,13,145,0.0896551724137931
5298796,Iris setosa,ET,Tundra,55,873,0.06300114547537228
8310131,Imperata cylindrica,Am,Tropical monsoon climate,105,22899,0.004585353072186558
3902360,Mentha cervina,Cfb,Temperate oceanic climate,69,549,0.12568306010928962
3034602,Hydrocotyle verticillata,Cfb,Temperate oceanic climate,162,1541,0.10512654120700844
5298900,Iris ensata,Dwb,Monsoon-influenced warm-summer humid continental climate,72,357,0.20168067226890757
5298019,Iris versicolor,Cfa,Humid subtropical climate,93,4103,0.022666341701194248
5371886,Oenanthe javanica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,58,1763,0.032898468519568916
5408775,Lobelia sessilifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,11,390,0.028205128205128206
2701612,Juncus ensifolius,BSk,Cold semi-arid (steppe) climate,89,1627,0.054701905347264906
2701612,Juncus ensifolius,Dsb,"Warm, dry-summer continental climate",123,1627,0.07559926244622003
5298019,Iris versicolor,Dfa,Hot-summer humid continental climate,420,4103,0.102364123811845
6434985,Nuphar advena,Cfb,Temperate oceanic climate,27,1728,0.015625
3152596,Hibiscus moscheutos,NA,NA,9,2070,0.004347826086956522
3152596,Hibiscus moscheutos,Dfa,Hot-summer humid continental climate,1019,2070,0.49227053140096616
5409120,Lobelia siphilitica,Cfb,Temperate oceanic climate,82,6291,0.013034493721189
2864513,Helanthium bolivianum,Af,Tropical rainforest climate,5,42,0.11904761904761904
7577144,Lobelia cardinalis,Csa,Hot-summer Mediterranean climate,103,9833,0.010474931353605207
5555442,Myriophyllum crispatum,Csa,Hot-summer Mediterranean climate,23,1591,0.014456316781898177
5361785,Myriophyllum aquaticum,Cfb,Temperate oceanic climate,3882,8927,0.43486053545423997
3724241,Micranthemum callitrichoides,Af,Tropical rainforest climate,4,12,0.3333333333333333
8424006,Imperata cylindrica,Csb,Warm-summer Mediterranean climate,207,22899,0.009039696056596358
5545183,Ludwigia ovalis,Cfa,Humid subtropical climate,115,147,0.782312925170068
5298900,Iris ensata,Cfa,Humid subtropical climate,71,357,0.19887955182072828
3902360,Mentha cervina,Csb,Warm-summer Mediterranean climate,54,549,0.09836065573770492
2882449,Nelumbo nucifera,Cfa,Humid subtropical climate,601,1618,0.3714462299134734
2713259,Isolepis nigricans,Af,Tropical rainforest climate,14,70,0.2
5408269,Lobelia cardinalis,BSh,Hot semi-arid (steppe) climate,111,9833,0.011288518254856097
5329640,Limnobium spongia,Dfb,Warm-summer humid continental climate,3,212,0.014150943396226415
2882449,Nelumbo nucifera,Dfb,Warm-summer humid continental climate,37,1618,0.022867737948084055
3636562,Lilaeopsis mauritiana,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,3,0.3333333333333333
2703459,Oryza sativa,BWk,Cold desert climate,8,10226,7.823195775474281e-4
8120010,Imperata cylindrica,Dfb,Warm-summer humid continental climate,35,22899,0.0015284510240621862
