taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
8418338,Hydrocotyle sibthorpioides,BSk,Cold semi-arid (steppe) climate,76,7813,0.009727377447843338
5415001,Limnophila sessiliflora,Aw,"Tropical savanna, wet",11,669,0.016442451420029897
6063677,Gymnocoronis spilanthoides,Am,Tropical monsoon climate,29,357,0.08123249299719888
3171302,Mazus miquelii,Cwa,Monsoon-influenced humid subtropical climate,20,857,0.023337222870478413
5384931,Houttuynia cordata,NA,NA,16,2958,0.005409060175794456
5298900,Iris ensata,Cwa,Monsoon-influenced humid subtropical climate,11,357,0.03081232492997199
5384931,Houttuynia cordata,Dwa,Monsoon-influenced hot-summer humid continental climate,12,2958,0.004056795131845842
2703459,Oryza sativa,Cfb,Temperate oceanic climate,39,10226,0.003813807940543712
3172187,Micranthemum umbrosum,Af,Tropical rainforest climate,13,291,0.044673539518900345
2701612,Juncus ensifolius,Cfc,Subpolar oceanic climate,14,1627,0.008604794099569761
2864529,Helanthium tenellum,Cfa,Humid subtropical climate,36,144,0.25
2864513,Helanthium bolivianum,Cfa,Humid subtropical climate,2,42,0.047619047619047616
5329643,Limnobium laevigatum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,19,297,0.06397306397306397
2864529,Helanthium tenellum,Aw,"Tropical savanna, wet",76,144,0.5277777777777778
5329643,Limnobium laevigatum,NA,NA,4,297,0.013468013468013467
2774158,Ophiopogon japonicus,Csa,Hot-summer Mediterranean climate,2,1463,0.001367053998632946
5415355,Hygrophila polysperma,BSh,Hot semi-arid (steppe) climate,2,605,0.003305785123966942
5421024,Ludwigia peruviana,Cwa,Monsoon-influenced humid subtropical climate,6,1794,0.0033444816053511705
3172188,Micranthemum callitrichoides,NA,NA,1,12,0.08333333333333333
8424006,Imperata cylindrica,Dsb,"Warm, dry-summer continental climate",2,22899,8.73400585178392e-5
5408775,Lobelia sessilifolia,Cfb,Temperate oceanic climate,2,390,0.005128205128205128
5613335,Marsilea crenata,BWh,Hot deserts climate,8,141,0.05673758865248227
6712994,Nymphaea tetragona,NA,NA,2,1503,0.0013306719893546241
5298796,Iris setosa,Cfa,Humid subtropical climate,1,873,0.001145475372279496
2766146,Heteranthera zosterifolia,Cfa,Humid subtropical climate,14,55,0.2545454545454545
5421024,Ludwigia peruviana,BWh,Hot deserts climate,1,1794,5.574136008918618e-4
3636562,Lilaeopsis mauritiana,Cfb,Temperate oceanic climate,2,3,0.6666666666666666
5613335,Marsilea crenata,NA,NA,14,141,0.09929078014184398
5415001,Limnophila sessiliflora,Af,Tropical rainforest climate,27,669,0.04035874439461883
5415005,Limnophila aromatica,NA,NA,6,269,0.022304832713754646
2713259,Isolepis nigricans,NA,NA,4,70,0.05714285714285714
2701978,Juncus repens,NA,NA,2,211,0.009478672985781991
2774158,Ophiopogon japonicus,BSk,Cold semi-arid (steppe) climate,1,1463,6.83526999316473e-4
5298796,Iris setosa,Dwd,Monsoon-influenced extremely cold subarctic climate,2,873,0.002290950744558992
6559985,Leptochilus pteropus,NA,NA,9,12,0.75
5395475,Ligularia dentata,Cfc,Subpolar oceanic climate,1,572,0.0017482517482517483
5545122,Ludwigia senegalensis,BWh,Hot deserts climate,2,19,0.10526315789473684
5274865,Marsilea hirsuta,Csb,Warm-summer Mediterranean climate,17,856,0.01985981308411215
2707884,Mayaca sellowiana,Af,Tropical rainforest climate,10,241,0.04149377593360996
3152596,Hibiscus moscheutos,BSk,Cold semi-arid (steppe) climate,6,2070,0.002898550724637681
5361785,Myriophyllum aquaticum,Dsb,"Warm, dry-summer continental climate",45,8927,0.005040887196146522
5371886,Oenanthe javanica,Aw,"Tropical savanna, wet",11,1763,0.006239364719228588
3769969,Hygrophila polysperma,Aw,"Tropical savanna, wet",22,605,0.03636363636363636
3636786,Lilaeopsis brasiliensis,Cfa,Humid subtropical climate,4,20,0.2
5415355,Hygrophila polysperma,BWh,Hot deserts climate,1,605,0.001652892561983471
5555442,Myriophyllum crispatum,BSh,Hot semi-arid (steppe) climate,68,1591,0.04274041483343809
3902360,Mentha cervina,BSk,Cold semi-arid (steppe) climate,62,549,0.11293260473588343
2869301,Lysichiton camtschatcensis,Cfa,Humid subtropical climate,6,145,0.041379310344827586
2713259,Isolepis nigricans,ET,Tundra,9,70,0.12857142857142856
2774158,Ophiopogon japonicus,Csb,Warm-summer Mediterranean climate,3,1463,0.002050580997949419
2713259,Isolepis nigricans,Aw,"Tropical savanna, wet",4,70,0.05714285714285714
2882449,Nelumbo nucifera,Csb,Warm-summer Mediterranean climate,7,1618,0.004326328800988875
2703459,Oryza sativa,Dsb,"Warm, dry-summer continental climate",23,10226,0.002249168785448856
2703459,Oryza sativa,Dfc,Subarctic climate,14,10226,0.0013690592607079992
2703459,Oryza sativa,Dsc,Dry-summer regular subarctic climate,4,10226,3.9115978877371407e-4
2703459,Oryza sativa,ET,Tundra,6,10226,5.86739683160571e-4
5421024,Ludwigia peruviana,BSk,Cold semi-arid (steppe) climate,3,1794,0.0016722408026755853
5329640,Limnobium spongia,NA,NA,1,212,0.0047169811320754715
5274865,Marsilea hirsuta,NA,NA,11,856,0.012850467289719626
5415005,Limnophila aromatica,BSh,Hot semi-arid (steppe) climate,2,269,0.007434944237918215
5274865,Marsilea hirsuta,Cwa,Monsoon-influenced humid subtropical climate,8,856,0.009345794392523364
5555409,Myriophyllum simulans,Am,Tropical monsoon climate,2,831,0.0024067388688327317
3902360,Mentha cervina,Cfa,Humid subtropical climate,9,549,0.01639344262295082
2882422,Nymphaea tetragona,Dsc,Dry-summer regular subarctic climate,17,1503,0.011310711909514305
2882422,Nymphaea tetragona,Cfb,Temperate oceanic climate,4,1503,0.0026613439787092482
5298126,Iris sibirica,Cfc,Subpolar oceanic climate,5,6451,7.750736319950396e-4
5298019,Iris versicolor,BSk,Cold semi-arid (steppe) climate,3,4103,7.3117231294175e-4
5298126,Iris sibirica,BSk,Cold semi-arid (steppe) climate,9,6451,0.0013951325375910712
3169340,Lysimachia punctata,BSk,Cold semi-arid (steppe) climate,47,48447,9.701323095341301e-4
2746005,Hesperantha coccinea,BSk,Cold semi-arid (steppe) climate,1,387,0.002583979328165375
2701978,Juncus repens,Af,Tropical rainforest climate,4,211,0.018957345971563982
7667217,Limnobium laevigatum,Am,Tropical monsoon climate,24,297,0.08080808080808081
5329643,Limnobium laevigatum,Cfa,Humid subtropical climate,39,297,0.13131313131313133
5329643,Limnobium laevigatum,Cfb,Temperate oceanic climate,34,297,0.11447811447811448
2707884,Mayaca sellowiana,Am,Tropical monsoon climate,14,241,0.058091286307053944
5415355,Hygrophila polysperma,Cfa,Humid subtropical climate,492,605,0.8132231404958677
2984306,Gunnera tinctoria,Cfc,Subpolar oceanic climate,18,2607,0.006904487917146145
5555409,Myriophyllum simulans,NA,NA,4,831,0.0048134777376654635
6063677,Gymnocoronis spilanthoides,Cfb,Temperate oceanic climate,88,357,0.24649859943977592
5415348,Hygrophila costata,BSh,Hot semi-arid (steppe) climate,3,790,0.0037974683544303796
5329646,Limnobium spongia,Cwa,Monsoon-influenced humid subtropical climate,1,212,0.0047169811320754715
3171302,Mazus miquelii,Cfb,Temperate oceanic climate,3,857,0.003500583430571762
3769969,Hygrophila polysperma,Cwa,Monsoon-influenced humid subtropical climate,4,605,0.006611570247933884
5545183,Ludwigia ovalis,Am,Tropical monsoon climate,1,147,0.006802721088435374
5545183,Ludwigia ovalis,Cwa,Monsoon-influenced humid subtropical climate,2,147,0.013605442176870748
6026805,Hydrocotyle tripartita,Csb,Warm-summer Mediterranean climate,41,1556,0.02634961439588689
6026968,Hydrocotyle leucocephala,As,Tropical dry savanna climate,3,574,0.005226480836236934
5415001,Limnophila sessiliflora,Am,Tropical monsoon climate,4,669,0.005979073243647235
3172190,Micranthemum glomeratum,Af,Tropical rainforest climate,1,32,0.03125
6063677,Gymnocoronis spilanthoides,NA,NA,4,357,0.011204481792717087
2984306,Gunnera tinctoria,Csb,Warm-summer Mediterranean climate,322,2607,0.12351361718450327
5361785,Myriophyllum aquaticum,ET,Tundra,9,8927,0.0010081774392293043
2707884,Mayaca sellowiana,BSh,Hot semi-arid (steppe) climate,6,241,0.024896265560165973
2707884,Mayaca sellowiana,Cwa,Monsoon-influenced humid subtropical climate,4,241,0.016597510373443983
2864584,Hydrocleys nymphoides,Am,Tropical monsoon climate,27,383,0.07049608355091384
6026805,Hydrocotyle tripartita,BSk,Cold semi-arid (steppe) climate,2,1556,0.0012853470437017994
5395559,Ligularia przewalskii,Cfb,Temperate oceanic climate,11,148,0.07432432432432433
2713259,Isolepis nigricans,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,9,70,0.12857142857142856
5421030,Ludwigia repens,BSh,Hot semi-arid (steppe) climate,9,335,0.026865671641791045
5415355,Hygrophila polysperma,Af,Tropical rainforest climate,65,605,0.10743801652892562
3169340,Lysimachia punctata,ET,Tundra,229,48447,0.004726814869857782
5421030,Ludwigia repens,Cfb,Temperate oceanic climate,1,335,0.0029850746268656717
8120010,Imperata cylindrica,BWk,Cold desert climate,13,22899,5.677103803659548e-4
2701612,Juncus ensifolius,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,6,1627,0.0036877688998156115
2882422,Nymphaea tetragona,ET,Tundra,5,1503,0.00332667997338656
5329643,Limnobium laevigatum,Csb,Warm-summer Mediterranean climate,18,297,0.06060606060606061
5395475,Ligularia dentata,Dfc,Subarctic climate,61,572,0.10664335664335664
5613335,Marsilea crenata,Cfb,Temperate oceanic climate,1,141,0.0070921985815602835
2864529,Helanthium tenellum,Am,Tropical monsoon climate,17,144,0.11805555555555555
2864529,Helanthium tenellum,Af,Tropical rainforest climate,1,144,0.006944444444444444
6026968,Hydrocotyle leucocephala,BSh,Hot semi-arid (steppe) climate,1,574,0.0017421602787456446
5545183,Ludwigia ovalis,Aw,"Tropical savanna, wet",1,147,0.006802721088435374
5298900,Iris ensata,NA,NA,7,357,0.0196078431372549
2713259,Isolepis nigricans,Csb,Warm-summer Mediterranean climate,2,70,0.02857142857142857
2701612,Juncus ensifolius,Cwa,Monsoon-influenced humid subtropical climate,1,1627,6.146281499692685e-4
2701612,Juncus ensifolius,BSh,Hot semi-arid (steppe) climate,2,1627,0.001229256299938537
8418338,Hydrocotyle sibthorpioides,Csa,Hot-summer Mediterranean climate,12,7813,0.0015359017022910533
5408269,Lobelia cardinalis,Dfc,Subarctic climate,2,9833,2.0339672531272246e-4
5298126,Iris sibirica,NA,NA,6,6451,9.300883583940474e-4
2882449,Nelumbo nucifera,Cfb,Temperate oceanic climate,49,1618,0.030284301606922127
2869301,Lysichiton camtschatcensis,Dfb,Warm-summer humid continental climate,59,145,0.4068965517241379
5545183,Ludwigia ovalis,NA,NA,2,147,0.013605442176870748
5421030,Ludwigia repens,As,Tropical dry savanna climate,1,335,0.0029850746268656717
5329643,Limnobium laevigatum,As,Tropical dry savanna climate,3,297,0.010101010101010102
6063677,Gymnocoronis spilanthoides,Cwa,Monsoon-influenced humid subtropical climate,9,357,0.025210084033613446
5384931,Houttuynia cordata,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,1,2958,3.380662609871535e-4
5384931,Houttuynia cordata,Cfb,Temperate oceanic climate,257,2958,0.08688302907369845
5298900,Iris ensata,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,1,357,0.0028011204481792717
5421024,Ludwigia peruviana,ET,Tundra,2,1794,0.0011148272017837235
2864529,Helanthium tenellum,NA,NA,4,144,0.027777777777777776
5330182,Peltandra virginica,Csb,Warm-summer Mediterranean climate,6,1656,0.0036231884057971015
2766146,Heteranthera zosterifolia,Am,Tropical monsoon climate,10,55,0.18181818181818182
6434985,Nuphar advena,BSk,Cold semi-arid (steppe) climate,1,1728,5.787037037037037e-4
5329643,Limnobium laevigatum,BSk,Cold semi-arid (steppe) climate,11,297,0.037037037037037035
3152596,Hibiscus moscheutos,Csa,Hot-summer Mediterranean climate,9,2070,0.004347826086956522
2864513,Helanthium bolivianum,Am,Tropical monsoon climate,4,42,0.09523809523809523
5298019,Iris versicolor,Cfc,Subpolar oceanic climate,4,4103,9.748964172556666e-4
5384931,Houttuynia cordata,Csa,Hot-summer Mediterranean climate,7,2958,0.0023664638269100743
2882422,Nymphaea tetragona,Cfc,Subpolar oceanic climate,1,1503,6.653359946773121e-4
5298796,Iris setosa,Cfb,Temperate oceanic climate,10,873,0.011454753722794959
2882422,Nymphaea tetragona,Aw,"Tropical savanna, wet",2,1503,0.0013306719893546241
5395475,Ligularia dentata,Dfa,Hot-summer humid continental climate,19,572,0.033216783216783216
5415353,Hygrophila corymbosa,Cfa,Humid subtropical climate,5,17,0.29411764705882354
5371886,Oenanthe javanica,Dfc,Subarctic climate,4,1763,0.0022688598979013048
5415348,Hygrophila costata,As,Tropical dry savanna climate,6,790,0.007594936708860759
2713316,Isolepis cernua,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,1,5982,1.6716817118020728e-4
2774158,Ophiopogon japonicus,Af,Tropical rainforest climate,2,1463,0.001367053998632946
5329643,Limnobium laevigatum,Csa,Hot-summer Mediterranean climate,28,297,0.09427609427609428
5415005,Limnophila aromatica,Csb,Warm-summer Mediterranean climate,1,269,0.0037174721189591076
5298019,Iris versicolor,Csb,Warm-summer Mediterranean climate,1,4103,2.4372410431391665e-4
5555409,Myriophyllum simulans,BSh,Hot semi-arid (steppe) climate,15,831,0.018050541516245487
2864584,Hydrocleys nymphoides,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,383,0.0026109660574412533
3171302,Mazus miquelii,Am,Tropical monsoon climate,1,857,0.0011668611435239206
5409120,Lobelia siphilitica,ET,Tundra,1,6291,1.5895724050230488e-4
5421030,Ludwigia repens,BWh,Hot deserts climate,1,335,0.0029850746268656717
8561908,Hygrophila difformis,Cfa,Humid subtropical climate,3,6,0.5
8304919,Helanthium tenellum,As,Tropical dry savanna climate,3,144,0.020833333333333332
2864584,Hydrocleys nymphoides,As,Tropical dry savanna climate,3,383,0.007832898172323759
5415001,Limnophila sessiliflora,NA,NA,2,669,0.0029895366218236174
5384931,Houttuynia cordata,BWh,Hot deserts climate,4,2958,0.001352265043948614
3172187,Micranthemum umbrosum,BSk,Cold semi-arid (steppe) climate,1,291,0.003436426116838488
2713316,Isolepis cernua,Cfc,Subpolar oceanic climate,2,5982,3.3433634236041456e-4
5415348,Hygrophila costata,Csb,Warm-summer Mediterranean climate,9,790,0.01139240506329114
5298019,Iris versicolor,EF,Ice cap climate,1,4103,2.4372410431391665e-4
5329646,Limnobium spongia,Csb,Warm-summer Mediterranean climate,3,212,0.014150943396226415
5415353,Hygrophila corymbosa,BSh,Hot semi-arid (steppe) climate,7,17,0.4117647058823529
2766146,Heteranthera zosterifolia,BSh,Hot semi-arid (steppe) climate,3,55,0.05454545454545454
2766146,Heteranthera zosterifolia,As,Tropical dry savanna climate,1,55,0.01818181818181818
8418338,Hydrocotyle sibthorpioides,Dwc,Monsoon-influenced subarctic climate,1,7813,1.2799180852425445e-4
5395559,Ligularia przewalskii,ET,Tundra,5,148,0.033783783783783786
5298334,Iris laevigata,Dwd,Monsoon-influenced extremely cold subarctic climate,9,284,0.03169014084507042
2882422,Nymphaea tetragona,Dwd,Monsoon-influenced extremely cold subarctic climate,1,1503,6.653359946773121e-4
5298334,Iris laevigata,ET,Tundra,2,284,0.007042253521126761
5361785,Myriophyllum aquaticum,Dfb,Warm-summer humid continental climate,45,8927,0.005040887196146522
2713316,Isolepis cernua,BWk,Cold desert climate,1,5982,1.6716817118020728e-4
5298900,Iris ensata,Cfb,Temperate oceanic climate,4,357,0.011204481792717087
2869301,Lysichiton camtschatcensis,NA,NA,2,145,0.013793103448275862
5298900,Iris ensata,Dfc,Subarctic climate,4,357,0.011204481792717087
5384931,Houttuynia cordata,Af,Tropical rainforest climate,2,2958,6.76132521974307e-4
3902360,Mentha cervina,NA,NA,5,549,0.009107468123861567
3169340,Lysimachia punctata,Dfa,Hot-summer humid continental climate,777,48447,0.016038144776766364
5330733,Orontium aquaticum,Dfa,Hot-summer humid continental climate,71,753,0.09428950863213811
2882449,Nelumbo nucifera,Dfa,Hot-summer humid continental climate,97,1618,0.05995055624227441
6434985,Nuphar advena,Aw,"Tropical savanna, wet",168,1728,0.09722222222222222
5329643,Limnobium laevigatum,BSh,Hot semi-arid (steppe) climate,3,297,0.010101010101010102
5555442,Myriophyllum crispatum,Aw,"Tropical savanna, wet",1,1591,6.285355122564425e-4
2713316,Isolepis cernua,Dsb,"Warm, dry-summer continental climate",4,5982,6.686726847208291e-4
7258867,Hydrocotyle verticillata,Dfa,Hot-summer humid continental climate,3,1541,0.001946787800129786
6434985,Nuphar advena,Am,Tropical monsoon climate,87,1728,0.050347222222222224
2869301,Lysichiton camtschatcensis,ET,Tundra,4,145,0.027586206896551724
2869301,Lysichiton camtschatcensis,Dsc,Dry-summer regular subarctic climate,31,145,0.21379310344827587
2882449,Nelumbo nucifera,Csa,Hot-summer Mediterranean climate,82,1618,0.05067985166872682
2774158,Ophiopogon japonicus,Dfa,Hot-summer humid continental climate,93,1463,0.063568010936432
3172187,Micranthemum umbrosum,BSh,Hot semi-arid (steppe) climate,2,291,0.006872852233676976
5395559,Ligularia przewalskii,Dfc,Subarctic climate,27,148,0.18243243243243243
3169331,Lysimachia clethroides,BSk,Cold semi-arid (steppe) climate,1,4085,2.447980416156671e-4
2713316,Isolepis cernua,Dfb,Warm-summer humid continental climate,6,5982,0.0010030090270812437
3169340,Lysimachia punctata,Dsb,"Warm, dry-summer continental climate",16,48447,3.3025780750098045e-4
2882449,Nelumbo nucifera,BWh,Hot deserts climate,3,1618,0.001854140914709518
5298796,Iris setosa,Dsd,Dry-summer extreme subarctic climate,1,873,0.001145475372279496
5613335,Marsilea crenata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,141,0.0070921985815602835
6434985,Nuphar advena,Af,Tropical rainforest climate,8,1728,0.004629629629629629
5408269,Lobelia cardinalis,Dsb,"Warm, dry-summer continental climate",8,9833,8.135869012508898e-4
6135900,Nuphar japonicum,Cfb,Temperate oceanic climate,1,70,0.014285714285714285
8418338,Hydrocotyle sibthorpioides,Cfc,Subpolar oceanic climate,13,7813,0.0016638935108153079
5421037,Ludwigia arcuata,Cfb,Temperate oceanic climate,3,77,0.03896103896103896
5555442,Myriophyllum crispatum,BWk,Cold desert climate,11,1591,0.0069138906348208675
6026805,Hydrocotyle tripartita,BSh,Hot semi-arid (steppe) climate,3,1556,0.0019280205655526992
5329640,Limnobium spongia,Dfa,Hot-summer humid continental climate,3,212,0.014150943396226415
2882449,Nelumbo nucifera,BWk,Cold desert climate,9,1618,0.005562422744128554
2984306,Gunnera tinctoria,ET,Tundra,8,2607,0.0030686612965093976
2746005,Hesperantha coccinea,Csb,Warm-summer Mediterranean climate,3,387,0.007751937984496124
2882449,Nelumbo nucifera,Dwb,Monsoon-influenced warm-summer humid continental climate,11,1618,0.006798516687268232
2984306,Gunnera tinctoria,BWk,Cold desert climate,1,2607,3.835826620636747e-4
5329643,Limnobium laevigatum,Cwa,Monsoon-influenced humid subtropical climate,3,297,0.010101010101010102
5421024,Ludwigia peruviana,Csb,Warm-summer Mediterranean climate,5,1794,0.002787068004459309
5415353,Hygrophila corymbosa,Am,Tropical monsoon climate,1,17,0.058823529411764705
2766146,Heteranthera zosterifolia,Csb,Warm-summer Mediterranean climate,1,55,0.01818181818181818
2984306,Gunnera tinctoria,BSk,Cold semi-arid (steppe) climate,3,2607,0.0011507479861910242
6063677,Gymnocoronis spilanthoides,BSk,Cold semi-arid (steppe) climate,9,357,0.025210084033613446
5274865,Marsilea hirsuta,BWk,Cold desert climate,8,856,0.009345794392523364
3152596,Hibiscus moscheutos,Am,Tropical monsoon climate,1,2070,4.830917874396135e-4
5361785,Myriophyllum aquaticum,Cfc,Subpolar oceanic climate,2,8927,2.240394309398454e-4
8418338,Hydrocotyle sibthorpioides,Dfc,Subarctic climate,6,7813,7.679508511455267e-4
5384931,Houttuynia cordata,BWk,Cold desert climate,2,2958,6.76132521974307e-4
5415348,Hygrophila costata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,4,790,0.005063291139240506
3169340,Lysimachia punctata,Dsc,Dry-summer regular subarctic climate,4,48447,8.256445187524511e-5
3169340,Lysimachia punctata,BWk,Cold desert climate,5,48447,1.0320556484405639e-4
2984306,Gunnera tinctoria,Csa,Hot-summer Mediterranean climate,47,2607,0.01802838511699271
2984306,Gunnera tinctoria,Cfa,Humid subtropical climate,5,2607,0.0019179133103183737
2984306,Gunnera tinctoria,Dsc,Dry-summer regular subarctic climate,1,2607,3.835826620636747e-4
5329640,Limnobium spongia,Csa,Hot-summer Mediterranean climate,5,212,0.02358490566037736
2746005,Hesperantha coccinea,Dfb,Warm-summer humid continental climate,1,387,0.002583979328165375
8078925,Gunnera manicata,Dfb,Warm-summer humid continental climate,2,90,0.022222222222222223
2713316,Isolepis cernua,BWh,Hot deserts climate,3,5982,5.015045135406219e-4
3169331,Lysimachia clethroides,Csb,Warm-summer Mediterranean climate,7,4085,0.0017135862913096695
5415355,Hygrophila polysperma,Am,Tropical monsoon climate,17,605,0.02809917355371901
6434985,Nuphar advena,BSh,Hot semi-arid (steppe) climate,6,1728,0.003472222222222222
5555409,Myriophyllum simulans,BWk,Cold desert climate,1,831,0.0012033694344163659
3636471,Hydrocotyle novae-zeelandiae,BSk,Cold semi-arid (steppe) climate,2,817,0.0024479804161566705
2984306,Gunnera tinctoria,Dfb,Warm-summer humid continental climate,7,2607,0.002685078634445723
6063677,Gymnocoronis spilanthoides,Af,Tropical rainforest climate,1,357,0.0028011204481792717
2869301,Lysichiton camtschatcensis,Dfa,Hot-summer humid continental climate,6,145,0.041379310344827586
5415353,Hygrophila corymbosa,Dfa,Hot-summer humid continental climate,2,17,0.11764705882352941
5384931,Houttuynia cordata,Am,Tropical monsoon climate,3,2958,0.0010141987829614604
2766146,Heteranthera zosterifolia,NA,NA,2,55,0.03636363636363636
5408775,Lobelia sessilifolia,Dsc,Dry-summer regular subarctic climate,3,390,0.007692307692307693
2882449,Nelumbo nucifera,Dfc,Subarctic climate,4,1618,0.002472187886279357
2864541,Helanthium tenellum,BSh,Hot semi-arid (steppe) climate,3,144,0.020833333333333332
5298126,Iris sibirica,Csa,Hot-summer Mediterranean climate,3,6451,4.650441791970237e-4
6070732,Mimulus ringens,Csa,Hot-summer Mediterranean climate,1,3579,2.794076557697681e-4
3636471,Hydrocotyle novae-zeelandiae,Dfc,Subarctic climate,3,817,0.0036719706242350062
3636786,Lilaeopsis brasiliensis,Am,Tropical monsoon climate,2,20,0.1
5395475,Ligularia dentata,ET,Tundra,2,572,0.0034965034965034965
5545122,Ludwigia senegalensis,Cwa,Monsoon-influenced humid subtropical climate,1,19,0.05263157894736842
5384931,Houttuynia cordata,Dfc,Subarctic climate,3,2958,0.0010141987829614604
5555442,Myriophyllum crispatum,NA,NA,2,1591,0.001257071024512885
2864584,Hydrocleys nymphoides,Dfb,Warm-summer humid continental climate,4,383,0.010443864229765013
7549085,Hygrophila difformis,Aw,"Tropical savanna, wet",1,6,0.16666666666666666
2864584,Hydrocleys nymphoides,Dfa,Hot-summer humid continental climate,1,383,0.0026109660574412533
2864584,Hydrocleys nymphoides,Dwa,Monsoon-influenced hot-summer humid continental climate,1,383,0.0026109660574412533
2864529,Helanthium tenellum,Dfa,Hot-summer humid continental climate,1,144,0.006944444444444444
3169340,Lysimachia punctata,Dwa,Monsoon-influenced hot-summer humid continental climate,1,48447,2.0641112968811278e-5
3902360,Mentha cervina,BWh,Hot deserts climate,1,549,0.0018214936247723133
2766146,Heteranthera zosterifolia,Af,Tropical rainforest climate,2,55,0.03636363636363636
3152596,Hibiscus moscheutos,BWk,Cold desert climate,1,2070,4.830917874396135e-4
5330733,Orontium aquaticum,Am,Tropical monsoon climate,2,753,0.0026560424966799467
5421037,Ludwigia arcuata,BSk,Cold semi-arid (steppe) climate,1,77,0.012987012987012988
8418338,Hydrocotyle sibthorpioides,ET,Tundra,20,7813,0.002559836170485089
5421019,Ludwigia glandulosa,Csa,Hot-summer Mediterranean climate,1,110,0.00909090909090909
6063677,Gymnocoronis spilanthoides,Csa,Hot-summer Mediterranean climate,1,357,0.0028011204481792717
3172187,Micranthemum umbrosum,Csa,Hot-summer Mediterranean climate,1,291,0.003436426116838488
5415005,Limnophila aromatica,Csa,Hot-summer Mediterranean climate,1,269,0.0037174721189591076
5329640,Limnobium spongia,BSk,Cold semi-arid (steppe) climate,2,212,0.009433962264150943
5415355,Hygrophila polysperma,Csa,Hot-summer Mediterranean climate,1,605,0.001652892561983471
8276892,Hygrophila pinnatifida,Csa,Hot-summer Mediterranean climate,1,1,1
7549085,Hygrophila difformis,Csa,Hot-summer Mediterranean climate,1,6,0.16666666666666666
2766146,Heteranthera zosterifolia,Csa,Hot-summer Mediterranean climate,3,55,0.05454545454545454
3171302,Mazus miquelii,Csa,Hot-summer Mediterranean climate,1,857,0.0011668611435239206
3171302,Mazus miquelii,Dwa,Monsoon-influenced hot-summer humid continental climate,35,857,0.040840140023337225
8418338,Hydrocotyle sibthorpioides,Dwa,Monsoon-influenced hot-summer humid continental climate,7,7813,8.959426596697811e-4
6135900,Nuphar japonicum,Dwa,Monsoon-influenced hot-summer humid continental climate,2,70,0.02857142857142857
6434985,Nuphar advena,Cwa,Monsoon-influenced humid subtropical climate,1,1728,5.787037037037037e-4
6559985,Leptochilus pteropus,Cwa,Monsoon-influenced humid subtropical climate,1,12,0.08333333333333333
6026805,Hydrocotyle tripartita,Csa,Hot-summer Mediterranean climate,1,1556,6.426735218508997e-4
5371886,Oenanthe javanica,Dsb,"Warm, dry-summer continental climate",1,1763,5.672149744753262e-4
8561908,Hygrophila difformis,Am,Tropical monsoon climate,1,6,0.16666666666666666
3171302,Mazus miquelii,BWh,Hot deserts climate,1,857,0.0011668611435239206
3169331,Lysimachia clethroides,BWh,Hot deserts climate,3,4085,7.343941248470012e-4
5371886,Oenanthe javanica,BWh,Hot deserts climate,1,1763,5.672149744753262e-4
5384931,Houttuynia cordata,BSk,Cold semi-arid (steppe) climate,2,2958,6.76132521974307e-4
5330182,Peltandra virginica,Cwa,Monsoon-influenced humid subtropical climate,1,1656,6.038647342995169e-4
5409120,Lobelia siphilitica,Csb,Warm-summer Mediterranean climate,1,6291,1.5895724050230488e-4
2713316,Isolepis cernua,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,5982,3.3433634236041456e-4
3152596,Hibiscus moscheutos,Af,Tropical rainforest climate,1,2070,4.830917874396135e-4
8078925,Gunnera manicata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,90,0.011111111111111112
8078925,Gunnera manicata,Csb,Warm-summer Mediterranean climate,1,90,0.011111111111111112
2870421,Lagenandra meeboldii,Am,Tropical monsoon climate,1,1,1
5330733,Orontium aquaticum,NA,NA,1,753,0.0013280212483399733
5329643,Limnobium laevigatum,Dfc,Subarctic climate,1,297,0.003367003367003367
3152596,Hibiscus moscheutos,BWh,Hot deserts climate,1,2070,4.830917874396135e-4
5545183,Ludwigia ovalis,Af,Tropical rainforest climate,1,147,0.006802721088435374
5415355,Hygrophila polysperma,Cfb,Temperate oceanic climate,1,605,0.001652892561983471
5329640,Limnobium spongia,Af,Tropical rainforest climate,2,212,0.009433962264150943
5341508,Nymphoides aquatica,Af,Tropical rainforest climate,1,155,0.0064516129032258064
2746005,Hesperantha coccinea,NA,NA,1,387,0.002583979328165375
2984306,Gunnera tinctoria,Dfc,Subarctic climate,5,2607,0.0019179133103183737
5341508,Nymphoides aquatica,NA,NA,1,155,0.0064516129032258064
