dcmlLtt,dcmlLng,scientific_name,year_first,year_last
50.781219,4.624352,Impatiens glandulifera,2019,2019
50.78135,4.5566,Heracleum mantegazzianum,2015,2015
50.78139,4.62421,Impatiens glandulifera,2021,2021
50.78141,4.62414,Impatiens glandulifera,2021,2021
50.78143,4.73037,Impatiens glandulifera,2014,2014
50.78146,4.72994,Impatiens glandulifera,2012,2012
50.78178,4.62349,Impatiens glandulifera,2016,2016
50.78186,4.68931,Heracleum mantegazzianum,2016,2016
50.782277,4.637802,Impatiens glandulifera,2020,2020
50.78246,4.42129,Heracleum mantegazzianum,2012,2012
50.78254,4.63807,Impatiens glandulifera,2020,2020
50.78271,4.63755,Impatiens glandulifera,2018,2018
50.78283,4.71571,Impatiens glandulifera,2017,2017
50.78285,4.24112,Impatiens glandulifera,2019,2019
50.78288,4.63776,Impatiens glandulifera,2021,2021
50.78293,3.99322,Impatiens glandulifera,2002,2002
50.782989,4.497808,Heracleum mantegazzianum,2019,2019
50.783,4.68203,Impatiens glandulifera,2014,2014
50.783,4.68205,Impatiens glandulifera,2010,2010
50.783025,4.637675,Impatiens glandulifera,2018,2018
50.78304,4.73052,Impatiens glandulifera,2010,2010
50.78305,4.70955,Heracleum mantegazzianum,2016,2016
50.7832,4.71815,Impatiens glandulifera,2015,2015
50.78323,4.63131,Impatiens glandulifera,2018,2018
50.78332,4.14919,Impatiens glandulifera,2004,2004
50.78334,4.57459,Heracleum mantegazzianum,2018,2019
50.78334,4.57459,Impatiens glandulifera,2019,2019
50.7834,4.19173,Impatiens glandulifera,2012,2012
50.78342,4.20591,Impatiens glandulifera,2006,2006
50.78345,4.23427,Impatiens glandulifera,2004,2009
50.78347,4.24845,Impatiens glandulifera,2004,2004
50.78347,4.62557,Impatiens glandulifera,2019,2019
50.78351,4.30517,Impatiens glandulifera,2008,2008
50.78352,4.33353,Heracleum mantegazzianum,2005,2013
50.78352,4.34771,Heracleum mantegazzianum,2005,2005
50.78352,4.34771,Impatiens glandulifera,2005,2005
50.78352,4.37607,Heracleum mantegazzianum,2004,2004
50.78353,4.36189,Heracleum mantegazzianum,2004,2004
50.78387,4.62527,Impatiens glandulifera,2021,2021
50.783889,4.197778,Impatiens glandulifera,2020,2020
50.78393,4.62546,Impatiens glandulifera,2020,2020
50.78393,4.62547,Impatiens glandulifera,2021,2021
50.78396,4.69176,Heracleum mantegazzianum,2010,2010
50.78405,4.198404,Impatiens glandulifera,2019,2019
50.78412,4.74314,Procambarus clarkii,2020,2020
50.784147,4.197806,Impatiens glandulifera,2019,2019
50.784178,4.197732,Impatiens glandulifera,2019,2019
50.78418,4.62634,Impatiens glandulifera,2020,2020
50.784241,4.197782,Impatiens glandulifera,2020,2020
50.78441,4.62594,Impatiens glandulifera,2016,2016
50.78447,4.62594,Impatiens glandulifera,2021,2021
50.78461,4.56816,Heracleum mantegazzianum,2019,2019
50.78462,4.19773,Impatiens glandulifera,2021,2021
50.78466,4.1473,Elodea nuttallii,2021,2021
50.78469,4.69495,Heracleum mantegazzianum,2015,2015
50.7847,4.62604,Impatiens glandulifera,2019,2019
50.78487,4.56759,Impatiens glandulifera,2021,2021
50.78494,4.56785,Impatiens glandulifera,2021,2021
50.78496,4.56785,Heracleum mantegazzianum,2018,2018
50.78512,4.72159,Impatiens glandulifera,2015,2015
50.78522,4.62489,Impatiens glandulifera,2019,2019
50.78523,4.72202,Impatiens glandulifera,2015,2015
50.78529,4.62406,Impatiens glandulifera,2019,2019
50.7854,4.35749,Heracleum mantegazzianum,2015,2015
50.785496,4.371305,Impatiens glandulifera,2019,2019
50.78621,4.45513,Heracleum mantegazzianum,2013,2013
50.78648,4.50722,Myriophyllum aquaticum,2020,2020
50.78673,4.62866,Impatiens glandulifera,2018,2018
50.78692,4.74396,Procambarus clarkii,2020,2020
50.78733,4.64653,Hydrocotyle ranunculoides,2014,2014
50.78734,4.57408,Heracleum mantegazzianum,2018,2018
50.78734,4.63008,Impatiens glandulifera,2020,2020
50.78737,4.74377,Procambarus clarkii,2020,2020
50.78738527273143,4.6300874997999,Impatiens glandulifera,2016,2020
50.78747,4.57441,Heracleum mantegazzianum,2018,2018
50.78752,4.630463,Impatiens glandulifera,2018,2018
50.78754,3.98801,Impatiens glandulifera,2021,2021
50.78759,4.57506,Heracleum mantegazzianum,2018,2018
50.78763,4.74366,Procambarus clarkii,2020,2020
50.78764,4.57491,Heracleum mantegazzianum,2018,2018
50.78764,4.5753,Heracleum mantegazzianum,2018,2018
50.78767,4.68092,Impatiens glandulifera,2016,2016
50.78772,4.57407,Heracleum mantegazzianum,2010,2010
50.78773,4.58337,Impatiens glandulifera,2021,2021
50.78782,4.256589,Impatiens glandulifera,2019,2019
50.78786,4.74339,Procambarus clarkii,2020,2020
50.788,4.35482,Heracleum mantegazzianum,2015,2015
50.78807,4.58722,Impatiens glandulifera,2018,2018
50.78814,4.35476,Heracleum mantegazzianum,2011,2011
50.788658173897765,4.578387392588234,Impatiens glandulifera,2017,2017
50.78868,4.57936,Heracleum mantegazzianum,2010,2010
50.78888,4.31292,Impatiens glandulifera,2015,2015
50.78898,4.69191,Heracleum mantegazzianum,2011,2011
50.789,4.67222,Myriophyllum aquaticum,2018,2018
50.78917,4.46333,Heracleum mantegazzianum,2017,2017
50.78987,4.5012,Impatiens glandulifera,2020,2020
50.78989,4.63241,Impatiens glandulifera,2018,2018
50.790234,4.593644,Impatiens glandulifera,2019,2019
50.79025,4.59343,Heracleum mantegazzianum,2017,2017
50.79041,4.6437,Impatiens glandulifera,2009,2009
50.7905970798789,4.64710324761887,Hydrocotyle ranunculoides,2016,2016
50.79094,4.26211,Impatiens glandulifera,2014,2014
50.79119,4.63917,Impatiens glandulifera,2019,2019
50.79123,4.66492,Heracleum mantegazzianum,2018,2018
50.79125,4.45881,Heracleum mantegazzianum,2017,2017
50.79127557702829,4.305695515952523,Impatiens glandulifera,2016,2016
50.7916,4.6388,Impatiens glandulifera,2019,2019
50.79163,4.40277,Heracleum mantegazzianum,2012,2012
50.7916563848648,4.64604897177512,Hydrocotyle ranunculoides,2016,2016
50.79169,4.63933,Impatiens glandulifera,2021,2021
50.7917,4.2637,Impatiens glandulifera,2015,2015
50.7917113701529,4.63901672223309,Hydrocotyle ranunculoides,2016,2016
50.7919,4.26566,Impatiens glandulifera,2020,2020
50.79211,4.67391,Heracleum mantegazzianum,2002,2002
50.79215,4.41921,Impatiens glandulifera,2014,2014
50.79218,4.64554,Impatiens glandulifera,2018,2018
50.79222,4.63136,Impatiens glandulifera,2018,2018
50.792230000000004,4.63945,Heracleum mantegazzianum,2014,2014
50.79225,4.61718,Impatiens glandulifera,2002,2002
50.79229,4.6374,Impatiens glandulifera,2019,2019
50.7923,4.58881,Impatiens glandulifera,2018,2018
50.792379,4.419832,Impatiens glandulifera,2018,2018
50.79241,4.419621,Impatiens glandulifera,2019,2019
50.79245,4.26566,Impatiens glandulifera,2018,2018
50.792465070931,4.64525788770663,Hydrocotyle ranunculoides,2016,2016
50.79247,4.26261,Impatiens glandulifera,2012,2020
50.7925,4.41862,Elodea nuttallii,2005,2005
50.7925,4.41862,Heracleum mantegazzianum,2004,2004
50.7925,4.4328,Impatiens glandulifera,2003,2004
50.7925,4.66104,Impatiens glandulifera,2014,2014
50.79251,4.33352,Impatiens glandulifera,2003,2003
50.79251,4.34771,Heracleum mantegazzianum,2004,2004
50.79251,4.36189,Heracleum mantegazzianum,2003,2010
50.79251,4.36189,Impatiens glandulifera,2010,2010
50.79251,4.39025,Impatiens glandulifera,2003,2003
50.79251,4.40444,Heracleum mantegazzianum,2000,2005
50.79251,4.40444,Impatiens glandulifera,2004,2004
50.79258,4.31928,Impatiens glandulifera,2001,2001
50.79266,4.41891,Impatiens glandulifera,2015,2015
50.79274,4.29433,Faxonius limosus,2002,2003
50.7928,4.63077,Impatiens glandulifera,2018,2018
50.79301,4.65957,Impatiens glandulifera,2017,2017
50.7935151558229,4.64423261324959,Hydrocotyle ranunculoides,2016,2016
50.793572320406,4.64408023024083,Hydrocotyle ranunculoides,2016,2016
50.793583887433,4.64416572565827,Hydrocotyle ranunculoides,2016,2016
50.7936801116872,4.64433084916061,Hydrocotyle ranunculoides,2016,2016
50.79389,4.46028,Heracleum mantegazzianum,2017,2017
50.79427,4.63267,Impatiens glandulifera,2021,2021
50.79451,4.64091,Impatiens glandulifera,2018,2018
50.79463,4.40736,Impatiens glandulifera,2012,2012
50.79463,4.63282,Impatiens glandulifera,2018,2018
50.79504,4.30331,Impatiens glandulifera,2021,2021
50.79534,4.64102,Impatiens glandulifera,2019,2019
50.7955,4.30359,Impatiens glandulifera,2015,2015
50.7958,4.602447,Impatiens glandulifera,2020,2020
50.796338,4.642825,Impatiens glandulifera,2019,2019
50.79636,4.6427,Impatiens glandulifera,2019,2019
50.79643,4.65069,Impatiens glandulifera,2020,2020
50.796433,4.642746,Impatiens glandulifera,2019,2019
50.7966,4.48538,Impatiens glandulifera,2009,2009
50.7966,4.60251,Impatiens glandulifera,2013,2013
50.79672,4.642625,Impatiens glandulifera,2019,2019
50.79682,4.7122,Heracleum mantegazzianum,2015,2015
50.79685,4.65154,Impatiens glandulifera,2020,2020
50.79692,4.6428,Impatiens glandulifera,2013,2013
50.7972907005126,4.6428990523755,Hydrocotyle ranunculoides,2019,2019
50.7973488709241,4.64296593996679,Hydrocotyle ranunculoides,2019,2019
50.79736,4.48448,Impatiens glandulifera,2008,2008
50.7974611884332,4.64310055333976,Hydrocotyle ranunculoides,2019,2019
50.7975,4.485,Impatiens glandulifera,2019,2019
50.79754,4.48506,Impatiens glandulifera,2021,2021
50.7976,4.485,Impatiens glandulifera,2018,2018
50.79768,4.64118,Impatiens glandulifera,2018,2018
50.79798,4.64176,Impatiens glandulifera,2018,2018
50.79801,4.60265,Impatiens glandulifera,2021,2021
50.79817,4.60223,Impatiens glandulifera,2018,2018
50.79819,4.64554,Hydrocotyle ranunculoides,2015,2015
50.7985,4.6415,Impatiens glandulifera,2018,2018
50.79851,4.63338,Impatiens glandulifera,2019,2019
50.79859,4.60248,Heracleum mantegazzianum,2018,2018
50.79881,4.14718,Impatiens glandulifera,2020,2020
50.79934,4.60327,Impatiens glandulifera,2018,2018
50.79938,4.48482,Impatiens glandulifera,2021,2021
50.79942,4.484986,Impatiens glandulifera,2020,2020
50.79946,4.64161,Impatiens glandulifera,2018,2018
50.79948,4.64158,Heracleum mantegazzianum,2018,2018
50.79954,4.48487,Impatiens glandulifera,2021,2021
50.79954,4.48491,Impatiens glandulifera,2021,2021
50.799561,4.484869,Impatiens glandulifera,2020,2020
50.79959,4.48486,Impatiens glandulifera,2021,2021
50.79963,4.64326,Impatiens glandulifera,2020,2020
50.79974,4.18228,Impatiens glandulifera,2021,2021
50.79975,4.48496,Impatiens glandulifera,2012,2012
50.799757,4.603533,Impatiens glandulifera,2019,2019
50.79984,4.15661,Impatiens glandulifera,2020,2020
50.79993,4.60329,Impatiens glandulifera,2014,2014
50.800019,4.603478,Impatiens glandulifera,2019,2019
50.80002,4.64386,Impatiens glandulifera,2020,2020
50.80004,4.15251,Impatiens glandulifera,2020,2020
50.80017,4.64358,Impatiens glandulifera,2020,2020
50.80022,4.64361,Impatiens glandulifera,2020,2020
50.80024,4.64381,Impatiens glandulifera,2020,2020
50.80025,4.60318,Heracleum mantegazzianum,2017,2017
50.8004,4.60315,Impatiens glandulifera,2018,2018
50.800457,4.603005,Impatiens glandulifera,2019,2019
50.800586,4.60301,Impatiens glandulifera,2019,2019
50.80061,4.15883,Impatiens glandulifera,2021,2021
50.80082,4.60299,Impatiens glandulifera,2017,2017
50.8009,4.60303,Impatiens glandulifera,2021,2021
50.801068,4.602021,Impatiens glandulifera,2018,2018
50.80113,4.60328,Heracleum mantegazzianum,2018,2018
50.80117,4.64559,Heracleum mantegazzianum,2018,2018
50.80117,4.64559,Impatiens glandulifera,2018,2018
50.80124,4.16579,Impatiens glandulifera,2020,2020
50.80127,4.60304,Elodea nuttallii,2004,2004
50.80127,4.60304,Heracleum mantegazzianum,2002,2018
50.80127,4.60304,Impatiens glandulifera,2018,2018
50.80139,4.20585,Impatiens glandulifera,2011,2011
50.80144,4.48956,Impatiens glandulifera,2018,2018
50.80147,4.46118,Heracleum mantegazzianum,2003,2003
50.80148,4.447,Impatiens glandulifera,2004,2004
50.80149,4.30515,Heracleum mantegazzianum,2005,2005
50.8015,4.33352,Heracleum mantegazzianum,2004,2004
50.8015,4.3477,Heracleum mantegazzianum,2003,2003
50.8015,4.36189,Heracleum mantegazzianum,2005,2005
50.8015,4.39026,Heracleum mantegazzianum,2005,2005
50.8015,4.40444,Heracleum mantegazzianum,2004,2004
50.80189843021955,4.286360346253108,Impatiens glandulifera,2016,2016
50.801944,4.644722,Impatiens glandulifera,2020,2020
50.802137,4.161982,Impatiens glandulifera,2020,2020
50.80251,4.14398,Heracleum mantegazzianum,2021,2021
50.80263,4.6423,Impatiens glandulifera,2011,2011
50.80277,4.53255,Impatiens glandulifera,2021,2021
50.803055,4.65524,Impatiens glandulifera,2020,2020
50.80307070143048,4.642559454081561,Impatiens glandulifera,2016,2016
50.80324,4.69011,Heracleum mantegazzianum,2020,2020
50.80325,4.68997,Heracleum mantegazzianum,2020,2020
50.80326,4.68982,Heracleum mantegazzianum,2020,2020
50.80335,4.68996,Heracleum mantegazzianum,2012,2012
50.80337,4.68998,Heracleum mantegazzianum,2019,2019
50.80339,4.69,Heracleum mantegazzianum,2019,2019
50.80441,4.22851,Impatiens glandulifera,2021,2021
50.80443,4.68958,Heracleum mantegazzianum,2014,2014
50.80532,4.34735,Heracleum mantegazzianum,2013,2013
50.80536,4.3701,Heracleum mantegazzianum,2016,2016
50.805763,4.34935,Heracleum mantegazzianum,2021,2021
50.80598,4.53262,Impatiens glandulifera,2020,2020
50.80611,4.53253,Impatiens glandulifera,2021,2021
50.80616,4.53265,Impatiens glandulifera,2021,2021
50.80623,4.53261,Impatiens glandulifera,2021,2021
50.806263,4.349024,Heracleum mantegazzianum,2021,2021
50.80636,4.60899,Impatiens glandulifera,2019,2019
50.80648,4.53303,Impatiens glandulifera,2021,2021
50.80671,4.64211,Impatiens glandulifera,2018,2018
50.806873,4.610013,Impatiens glandulifera,2020,2020
50.8071,4.6108,Impatiens glandulifera,2021,2021
50.80714,4.64129,Impatiens glandulifera,2009,2009
50.80737,4.28284,Impatiens glandulifera,2020,2020
50.80814,4.28386,Impatiens glandulifera,2009,2009
50.80823,4.29692,Faxonius limosus,2003,2004
50.80825,4.64527,Impatiens glandulifera,2014,2014
50.808388,4.277299,Impatiens glandulifera,2019,2019
50.80854,4.64782,Impatiens glandulifera,2018,2018
50.8086,4.28352,Heracleum mantegazzianum,2013,2013
50.8089,4.63428,Impatiens glandulifera,2019,2019
50.80925,4.29777,Faxonius limosus,2002,2002
50.80931,4.61403,Impatiens glandulifera,2021,2021
50.80953,4.27637,Impatiens glandulifera,2020,2020
50.80967,4.27645,Impatiens glandulifera,2018,2018
50.81006,4.61758,Impatiens glandulifera,2019,2019
50.81016,4.64565,Elodea nuttallii,2018,2018
50.81016,4.64565,Impatiens glandulifera,2018,2018
50.81032,4.16325,Heracleum mantegazzianum,2004,2004
50.81043,4.15989,Heracleum mantegazzianum,2021,2021
50.81045,4.26257,Impatiens glandulifera,2004,2004
50.81046,4.27676,Impatiens glandulifera,2020,2020
50.81047,4.29095,Impatiens glandulifera,2006,2012
50.81047,4.43282,Impatiens glandulifera,2005,2005
50.81047,4.44701,Heracleum mantegazzianum,2003,2004
50.81048,4.31932,Heracleum mantegazzianum,2004,2004
50.81048,4.31932,Impatiens glandulifera,2004,2004
50.81048,4.41864,Heracleum mantegazzianum,2001,2001
50.81049,4.3477,Heracleum mantegazzianum,2004,2004
50.81049,4.36189,Heracleum mantegazzianum,2003,2003
50.81049,4.37608,Heracleum mantegazzianum,2004,2004
50.81049,4.39026,Heracleum mantegazzianum,2004,2004
50.81049,4.40445,Heracleum mantegazzianum,2004,2004
50.81049,4.40445,Impatiens glandulifera,2004,2004
50.81055,4.61548,Heracleum mantegazzianum,2019,2019
50.81055,4.61623,Impatiens glandulifera,2011,2011
50.81056,4.61543,Heracleum mantegazzianum,2019,2019
50.81059,4.61637,Impatiens glandulifera,2011,2011
50.81063,4.61696,Impatiens glandulifera,2019,2019
50.8107,4.27587,Impatiens glandulifera,2020,2020
50.81073,4.64668,Impatiens glandulifera,2018,2018
50.81081,4.61498,Heracleum mantegazzianum,2014,2014
50.81098,4.64514,Impatiens glandulifera,2018,2018
