gbifID,eventDate,year,month,day,taxonKey,species,BEKNAAM,POLY_AREA,Area_km2,gml_id,gid,idsurfhyd,nom,naam,type,type_nl,geometry
1569900242,2013-09-18T00:00:00Z,2013,9,18,2766030,Pontederia cordata,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145784.317024215, 174440.041580788)"
1569900213,2012-07-30T00:00:00Z,2012,7,30,2766030,Pontederia cordata,Zenne - Senne,1168339049.21,1168,water_surface.60,60,ETA105,Etang 5 (Grand étang du Lange Gracht) - Rouge-Cloître,Vijver 5 (Grote Lange Grachtvijver) - Rood Klooster,Etang,Vijver,"c(154951.23873858, 167271.299576988)"
1569889641,2014-08-15T00:00:00Z,2014,8,15,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145797.691898209, 174444.480605398)"
1569889613,2013-10-07T00:00:00Z,2013,10,7,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145785.034970121, 174457.839702293)"
1569889371,2014-09-21T00:00:00Z,2014,9,21,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145817.397009612, 174444.464978949)"
1569889108,2013-07-06T00:00:00Z,2013,7,6,6070603,Erythranthe guttata,Zenne - Senne,1168339049.21,1168,water_surface.42,42,ETA014,Etang Rond - Parc de Woluwe,Ronde vijver - Woluwepark,Etang,Vijver,"c(154408.049527306, 168749.188995499)"
1569889067,2015-07-28T00:00:00Z,2015,7,28,6070603,Erythranthe guttata,Zenne - Senne,1168339049.21,1168,water_surface.82,82,ETA219,Etang Denis - Parc de Woluwe,Denisvijver - Woluwepark,Etang,Vijver,"c(154398.193797798, 168740.281388707)"
1569870630,2013-08-07T00:00:00Z,2013,8,7,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145774.468016988, 174444.49911768)"
1569870568,2014-08-03T00:00:00Z,2014,8,3,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145780.09005673, 174434.482861623)"
1569869493,2015-09-17T00:00:00Z,2015,9,17,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,water_surface.306,306,ETA051,Etang de Boitsfort ou du Moulin,Molen- of Bosvoordevijver,Etang,Vijver,"c(153536.518535583, 164689.382870925)"
869794492,2005-01-01T00:00:00Z,2005,1,1,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,water_surface.65,65,ETA015,Grand étang Mellaerts,Grote Mellaertsvijver,Etang,Vijver,"c(154515.909183604, 168671.413828135)"
