gbifID,eventDate,year,month,day,taxonKey,species,BEKNAAM,POLY_AREA,Area_km2,WVLC,NAAM,GEBIED,OPPWVL,OMTWVL,geometry
1569889557,2013-08-08T00:00:00Z,2013,8,8,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRKAM0093,NA,NA,826.494975954,120.640921414,"c(161279.306140865, 182680.436156948)"
1569889556,2016-09-14T00:00:00Z,2016,9,14,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRTRE0259,NA,NA,1990.71175687,287.609573517,"c(177794.040076994, 188293.643734963)"
1569889501,2015-07-10T00:00:00Z,2015,7,10,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRTRE0259,NA,NA,1990.71175687,287.609573517,"c(177789.787148247, 188301.408349143)"
1569889407,2013-10-31T00:00:00Z,2013,10,31,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRTRE0259,NA,NA,1990.71175687,287.609573517,"c(177795.378476866, 188305.888123691)"
1569889335,2012-08-05T00:00:00Z,2012,8,5,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRARS0120,NA,Meetshovenbos,952.16580386,120.848692587,"c(181389.272784444, 187821.26254506)"
1569889018,2012-06-28T00:00:00Z,2012,6,28,6070603,Erythranthe guttata,Dijle - Dyle,1284040130.36,1284,VBRLEU0010,NA,NA,469.009767766,98.8525000179,"c(174434.711986174, 172709.17788795)"
1569872451,2015-05-14T00:00:00Z,2015,5,14,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBROVR0020,NA,NA,44030.4027593,1230.64529411,"c(163191.816436579, 163266.574174205)"
1569871973,2013-07-22T00:00:00Z,2013,7,22,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRGRI0014,NA,NA,3544.03926792,236.879619353,"c(150638.012487247, 180555.661124422)"
1569871389,2016-07-25T00:00:00Z,2016,7,25,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRGRI0014,NA,NA,3544.03926792,236.879619353,"c(150665.426337557, 180559.002111209)"
1569870525,2010-08-31T00:00:00Z,2010,8,31,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158157.254233417, 185480.186392077)"
1569870463,2015-05-14T00:00:00Z,2015,5,14,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBROVR0020,NA,NA,44030.4027593,1230.64529411,"c(163191.816436579, 163266.574174205)"
1569870356,2010-09-04T00:00:00Z,2010,9,4,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBROHV0073,NA,NA,24315.8788751,687.762731168,"c(170532.96619587, 170785.673139904)"
1569870249,2014-09-03T00:00:00Z,2014,9,3,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBRHIL0030,NA,Zoniënwoud,3972.51814062,381.905446786,"c(155866.661650401, 162287.624756796)"
1569870210,2012-08-06T00:00:00Z,2012,8,6,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRGRI0014,NA,NA,3544.03926792,236.879619353,"c(150625.356139018, 180583.47037904)"
1569869870,2016-07-29T00:00:00Z,2016,7,29,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRGRI0014,NA,NA,3544.03926792,236.879619353,"c(150664.019413348, 180566.788971984)"
1569869626,2014-07-06T00:00:00Z,2014,7,6,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRGRI0014,NA,NA,3544.03926792,236.879619353,"c(150660.50340586, 180576.800418709)"
1569869037,2015-06-18T00:00:00Z,2015,6,18,7978544,Hydrocotyle ranunculoides,Dijle - Dyle,1284040130.36,1284,VBRLEU0026,NA,NA,34868.413596,729.783712885,"c(174351.924007739, 172497.430075535)"
1569868959,2011-07-21T00:00:00Z,2011,7,21,7978544,Hydrocotyle ranunculoides,Dijle - Dyle,1284040130.36,1284,VBRLEU0034,NA,NA,29254.3409386,673.835404443,"c(174563.419108483, 172586.303124871)"
1569867103,2015-06-18T00:00:00Z,2015,6,18,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRWEM0034,NA,NA,5853.95499349,432.635876828,"c(146092.865947979, 177709.215984385)"
1569866914,2014-05-05T00:00:00Z,2014,5,5,3034825,Heracleum mantegazzianum,Dijle - Dyle,1284040130.36,1284,VBRHLB0032,NA,NA,25636.6408709,749.056767342,"c(169075.887182774, 167309.421169953)"
1569866394,2010-05-05T00:00:00Z,2010,5,5,3034825,Heracleum mantegazzianum,Dijle - Dyle,1284040130.36,1284,VBRHIL0030,NA,Zoniënwoud,3972.51814062,381.905446786,"c(155931.529702829, 162312.170905266)"
1569866029,2010-04-28T00:00:00Z,2010,4,28,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRZEM0015,NA,Bos van Aa,16207.5816844,559.196849041,"c(151195.327608325, 186904.493535115)"
1569865651,2014-07-07T00:00:00Z,2014,7,7,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRWEM0034,NA,NA,5853.95499349,432.635876828,"c(146042.223988209, 177704.803936329)"
1569865641,2011-07-05T00:00:00Z,2011,7,5,3034825,Heracleum mantegazzianum,Dijle - Dyle,1284040130.36,1284,ANTSKW0423,NA,NA,60918.0614704,2492.0862353,"c(160331.078519667, 194487.2667113)"
1569847920,2016-05-25T00:00:00Z,2016,5,25,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBIE0033,NA,NA,2606.93077849,189.407494124,"c(177660.64713124, 173205.852424051)"
1569847676,2015-10-14T00:00:00Z,2015,10,14,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBIE0033,NA,NA,2606.93077849,189.407494124,"c(177662.906338028, 173178.053653883)"
1316196991,2015-01-01T00:00:00Z,2015,1,1,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,ANTSKW0361,NA,NA,26677.8675171,816.452225083,"c(159516.812497223, 194671.491453693)"
871768266,2009-07-26T00:00:00Z,2009,7,26,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRSPL0090,NA,NA,12694.3950418,571.689542497,"c(140516.303525786, 163672.144927627)"
869936534,2002-08-01T00:00:00Z,2002,8,1,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,ANTMEC0140,NA,NA,384508.926714,2909.29454136,"c(155516.825817367, 188671.676774072)"
869933524,2004-04-01T00:00:00Z,2004,4,1,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRSPL0090,NA,NA,12694.3950418,571.689542497,"c(140516.303525786, 163672.144927627)"
